Name,RatingValue,DatePublished,Review,Sentiment
King’s Tacos,4,2019-05-21,"Tacos! Love tacos and loved the flavour of the fillings for the tacos here. 

The only thing I wish they did is being able to mix the tacos choices so you could try more of them without going overboard with the meal sizes. Also feel like because of this the prices are a little more than some other taco spots. 

However overall the tacos are great! Had an enjoyable experience. Side note: the churros are massive.",2
Buca Yorkville,3,2019-11-03,"The food was good. But nothing amazing. We ordered the branzino it was good showed us the fished carved it table side. Great presentation.  Unfortunately it tasted like it was drowned in oil and lacked other flavours. We also ordered cured fish. Most of them tasted good some of them just tasted fishy.

The service wasn't bad. Over it was good had to try pretty hard to get our server a few times.  

Also they have a fruit fly problem inside.  Nov 2019. Half way through our meal we went from having one fly to 10. It wasn't pleasant.  The server were kind enough to move us to a different table and comp us 2 glasses of wine. But still wasn't what I would expect in this type of establishment.",1
Byblos,2,2019-08-09,"Food was nothing special and food took a while to come out. We had the fried chicken - which lacked flavour nothing too great to be raves about. As sides we ordered the cauliflower and Brussels sprouts - which basically tasted like boiled vegetables which also lacked flavours. 
Overall wasn't super impressed, the only thing nice was really the inside of the restaurant with the aesthetics

Follow @cindysfood on instagram for more reviews!",0
Carisma,4,2019-04-30,"This restaurant had nice modern decor and comfortable seating. I went with a group of 9 people and they gave us a large table that was sectioned off so we had some privacy. 

Food wise I would say was ok, like 3.5/5 stars. This is because the portions seemed very small. The calamari appetizer tasted good, mushroom salad appetizer was good but not worth the price in my opinion, the complimentary bread was a bit burnt and too crunchy, the mozarella with tomato wasn't worth the price and was too simple ... For the main course I got the chicken (first item on the menu under secondi). It came with two large pieces of white and dark meat with potatoes, a grilled lemon on top, and some veggies. This was worth the price because of the amount of meat that was given. A few people at my table ordered the gnocchi which looked very plain when it arrived, but tasted ok. The gnocchi is the same price as the chicken and I would say the chicken is worth more. 

Overall, Iikely won't return often to this restaurant due to the portion sizes, however if I had to pick a few items to have again it would be the calamari appetizer and the chicken dish as the main course.",2
Quetzal,3,2019-12-03,"I was very excited about trying Quetzal. Upon arrival the ambiance was great, with candlelit tables and a curved ceiling, like being inside of a ship. The bar seating was inviting and the drinks menu was inventive and cocktails were superior with great notes for sipping.

For the food we did the tasting menu, since there were many unique dishes that we wanted to try. The sea bream and scallop ceviche was underwhelming, with the scallops being were quite small and not fresh tasting. The other sushi grade fish - the kanpchi tiradito - was good in comparison. The thin crispy Masa round was similar to a taco pizza, and a fun app to share. 

Next up, the kale salad was tasty and served with the full stems. The bone marrow came with two large bones but didn't seem to have enough flavour cooked into it. Lastly, the skirt steak and 18oz rib eye were served. We were never asked how we liked it cooked when ordering, but we received medium rare which worked out to our tastes. 

Overall, great value for a lot of food and high quality ingredient based dishes, but nothing stood out at the end of the night. I was hoping for a little more bite. 

It's a beautiful restaurant otherwise, and maybe I'm just not the right fit for palette.",1
Magical Taste of China,1,2019-08-17,"This place is not as good as expected because of the following reasons:

1. Shredded lamb with pancakes were dry and not fresh and portions for the lamb skewers were extremely small compared to some other tables. They should have equal portion sizes for all customers. 
2. The Western Chinese lamb rice is a strange combination of what seemed like sweet potato and the rice was clumped together. It did not taste good. 
3. The membership system is ridiculous as the normal prices have a huge difference for each item listed on the menu. They should provide members to have a discount over the total bill instead. 
4. My friend had food poisoning shortly after leaving the restaurant.

For these reasons, I would be reluctant to come back as there are many places that offer much better quality and portions.",0
El Catrin Destileria,3,2020-02-01,"El Catrin is good! Located in the heart of Toronto's Distillery District, it prides itself on its traditional Mexican-style cuisine in a casual, yet oh-so-slightly-upscale atmosphere.

The interior is very tastefully decorated and the restaurant features a large outdoor patio equipped with giant space heaters for colder days.

I went to El Catrin for lunch and tried the Pepito torta while my companion had the Huevos Rancheros. The steak sandwich was really well marinated and super tender. Go for it! Oh, and we had the tableside-made guacamole with the tortilla chips (which turned out to be pretty excellent). You should go for that as well.

There aren't too many great options for food near Corktown/Distillery District, so give El Catrin a try next time you're around.",1
Fieramosca,2,2019-07-04,"It is on the $$ side so I expected a great meal. I ordered Spaghetti Carbonara. I can't believe the fatty bacon in this dish. I basically picked out all of the bacon grizzle and ate the spaghetti which, aside from the bacon was good. 

The atmosphere in this establishment is uptight. The tables are too close together, you feel crammed in. It did not make for a very relaxed evening.",0
Harmoney Chinese Restaurant,2,2017-04-26,"This is yet another restaurant in Chinatown which specializes in homemade dumplings and Northern Chinese cuisine. 

I came here only because Yummy Dumplings was closed for lunch on Wednesday, so I ended up here to satisfy my dumpling cravings. 

I ordered the pork & chives dumplings (boiled) which was so so. The skin was thicker than I'm used to but still acceptable & you get 16 dumplings for $7.99. The XLB soup dumplings came next. It was presented in the usual bamboo steamer and you get 10 small bite size pieces. It certainly wasn't my favourite because the skin was thick & some seemed under cooked. The pork filling was okay but the soup content wasn't very consistent. Some were not replete with soup when biting into them and overall wasn't very satisfying. Also it's typically served with some fresh ginger on the side to make your dipping sauce but they don't here. Maybe their Xian style dishes are what they are best known for but it certainly wasn't the dumplings.",0
Greedy Duck & Noodles,2,2019-04-29,"Maybe I didn't know what to expect but the wings are served cool and are mostly skin and bone. Did not do it for me. The noodles were hot and flavorful but the sesame texture is quite chalky and I didn't find myself wanting to eat more than a few big bites full. Mostly just noodles, a little sauce and some garnish.",0
Mexico Lindo,5,2019-03-09,"Amazing!! Family run, authentic, delicious food, competitive pricing and great portions! Love that they offer courtesy chips and homemade salsa! They earned our business and we will definitely be returning. Mexitaco has lost our business. Overpriced and portions are a rip off. This is way better! You won't regret it!",2
Enoteca Sociale,5,2019-12-17,"I was here over the weekend for a romantic dinner. The staff are lovely and the service was great. Amazing dishes, I highly recommend building your own charcuterie board. It's intimate and candlelit. When I made my reservation, they were very accommodating and replied quickly with answers to my questions.",2
Eataly,2,2020-01-14,"We ate at the Le Pizza La Pasta restaurant. 

I would have given this place 4/5 if it weren't for what happened with our billing/menu.

We came in on a Tuesday night. Put our name in and had a walk around for 40-45 minutes. Overall the food was good. We ordered a pasta and a pizza along with the Burutta as an appetizer. The bread came with some really tasty olive oil. The pizza was excellent with generous toppings. I found our pasta good but not great. 

WHAT WENT WRONG: The menu had the Burutta for $8. When the receipt came - I did a quick glance and paid the bill. However the total came up higher than I thought it would be I went back to look at the receipt. The Burutta showed up as $18. I did a double take on a new menu from the front desk to make sure it said $8. My server was elsewhere by now. I went to the front to ask the hostess who at this point basically dismissed me with a chuckle that the menu was ""printed wrong"". I was in a rush so left but I would have definitely taken this up with the manager.

I really think they should have just fixed their menu (even just pencilled it in), or warned me it was a pricing error when I ordered.",0
Levetto,2,2017-11-28,"I really wanted to like this place. I've had it bookmarked for ages as I love Italian food but I don't go downtown often so I saved it for a day when I was in the area. 
Anyways that day finally came and I went for my favourite Margarita pizza. But the excitement fizzled as soon as I saw my food. It looked sad. The crust looked crispy but when I bite into it, it was doughy and almost underdone. There was very little ingredients on the pizza and dough to ingredient ration was seriously off. I'm thinking I probably just went at the wrong time on the wrong day but still.... I've literally been waiting over a year to try this place with rad reviews. Honestly disappointed. I didn't even finish it.",0
Ho Ho Barbeque,4,2019-02-23,"Taste: Amazing and authentic. Definitely 5/5 on this. I mostly order bbq pork but sometimes I'll get the roasted pork. Bbq pork has a sweet savory taste to it, while the roasted pork has a crunchy skin with a soft meat to go with it. If you're sensitive to the sauces and tastes of authentic Chinese cuisine, I suggest ordering the roasted pork instead (and try a friend's bbq pork first before committing to it).

Price: Also 5/5. Cheap - what more do you want?

Service: My experinces, despite my lack of Chinese, has been very friendly with the workers. Yeah, the interior sucks but you're literally just there to order and get out so I don't see much of an issue. Though, it is quite unclean considering they serve food.

Portion: Now this is where my 4 star rating comes from. I agree with the other reviewers that they're cheap and the portions are quite filling. However, their MEAT portions are ridiculously inconsitent. Rice is just a filler to make you feel like there's a lot but you're not going there to pay for rice. As indicated by my picture, that day was a great day. Super filled with meat. On bad days it was maybe half of that or even less because they spread it around to make it look bigger. 

In conclusion: Great authentic Chinese bbq for the price and portion OF RICE, but expect inconsistencies with the meat portion. Don't expect to come here to dine and have a nice flashy interior. Go somewhere else to eat. CASH ONLY.",2
Sichuan Garden Restaurant,1,2020-02-10,"This restaurant was formerly known as ""Sichuan Garden Restaurant"" and re-opened last year as ""Ten Miles B.B.Q"".  After reading positive reviews about their Dan Dan Noodles and Sichuan cuisine I popped in alone for a quick lunch.  I was greeted with a very confusing menu.   I wanted to order a few sides, but was advised by the server that my selections were too small. She did not suggest any alternatives.  All of the multiple small plates seem to have only one ingredient and no options for combination dishes like a mixed vegetable platter. I am happy to pay more for more content, but $12 for just bok choy? $6 for one small skewer of basic mushrooms? had to call her over twice until she finally helped me narrow it down to Dan Dan Noodles and a mushroom pot. I was hungry and desperate to order anything at this point.  THEY GAVE ME THE BILL BEFORE THE FOOD ARRIVED.  The Dan Dan Noodles were tasty, but after that the server and kitchen staff seemed to prioritize take out orders over mine.  At about 45 mins + from when I walked I had to flag two servers to ask about the mushroom pot I had ordered.  The kitchen staff had only just started the dish! At that point I paid for what I had eaten and walked out.    If you want UNHELPFUL ,SLOW & UNATTENTIVE servers and kitchen staff that (prioritize Uber Eats orders over sit down guests) and don't own up to their mess ups than you might enjoy this restaurant.  I myself will NEVER RETURN.  There are thousands of restaurants in the GTA. DON'T WASTE YOUR TIME OR MONEY on this one! P.S. The management was non-existent. P.P.S. THEY GAVE ME THE BILL BEFORE I HAD EVEN RECEIVED THE FOOD!",0
Homemade Ramen,3,2019-03-15,"I guess I'm becoming more health-conscious, but after loading up on carbohydrates in the form of noodles, I didn't feel great afterwards. The noodles themselves are a step above your ordinary noodles, I have to admit. They do a good job in the noddles department, but I couldn't shake off the feeling that I ate something that wasn't beneficial for my health or my body. That place was packed on a Friday evening, so I'm guessing it's pretty popular and has a loyal clientele. Despite good service, I probably won't be coming back as my diet and food preferences are slowly shifting toward healthy & nutritious food that good for my body. Everyone has to make their own choice. After all, you are what you eat. Food is medicine if you eat the right food.",1
Hotopia Downtown,1,2019-08-23,Horrible service. I used Yelp waitlist feature and arrived on time. We stood by the door for 20 minutes and nobody bothered to check on us. All the servers were chatting amongst themselves. No single exchange of words at all with their customers.,0
98 Aroma,4,2016-10-06,"In Chinatown, there is a plethora of Asian dining options to choose from. Recently, I had the opportunity to check out the newly opened 98 Aroma where they offer refined Northern Chinese cuisine. The prices are higher than some of the neighboring establishments, so I highly recommend going with a group of 3-5 people to offset the costs. This way, you can order several dishes to share, as most plates are served with generous portion sizes and are meant for sharing. 

The outside may look unassuming, but the interior was designed to replicate traditional Chinese decor with its elaborate wood ornaments, and Asian-inspired craft works. The dimly lit restaurant sets a very relaxing ambiance, and there are several private booths available along with tables.  

The menu consisted of several popular Northern Chinese dishes like dumplings, scallion pancakes, and spicy seafood and beef dishes. Most of Northern Chinese dishes are characterized by its bold flavors, and dishes are served in big portions. So, you can expect both at 98 Aroma. My friend and I started off with the refreshing Summer Breeze Salad ($9.99) - a colorful mixture of sweet-potato noodles, julienne leeks, bell-peppers, red cabbage, radishes, onions, and carrots with a sweet vinaigrette. 

Northern Chinese cuisine is very wheat-based, so I had to order the Pan Fried Pork and Chives Dumplings ($9.99), which was very good. The crispy potstickers were filled with a generous amount of pork, and the chives gave it a nice aroma after being pan fried. 

Next up was their signature dish, the Steamed Tilapia with Chopped Bell Chilies ($29.99) - the dish arrived in a considerable sized bowl with the bone-in tilapia slathered in a rich yet spicy sauce. The fish was juicy and flaky, and the chili-based sauce complemented it beautifully. However, there were just way too many bones, so be extra careful when eating. 

I enjoyed the crispy texture of the Fried Salt and Pepper Calamari ($15.99), and it was perfectly spiced. 

Out of all the dishes, my least favorite was the Signature Chicken Wings ($15.99). Pricewise, it's pretty expensive for wings, and it was lacking in flavor. The peppers were sporadically spread out to the side, so it wasn't spiced very well.

Overall, I had an enjoyable dining experience at 98 Aroma. The restaurant was bustling with customers that Friday evening, and I thought that the wait staff did a good job of handling the customer service. Since they are a new establishment, there were two new waiters on staff training around that time. They were relatively slow, but it's understandable since they're new. 98 Aroma is a welcome addition to the area as they offer a more refined take on Chinese food, and is sure to please the people in the area looking for a nice place to dine.",2
Mexico Lindo,3,2016-10-29,"I would rate this place a 3.5.  The decor was greatly outdated.  The food was tasty Mexican food, nothing wrong with anything my table got.  Just be weary, if you're not into spice make sure you know what you're ordering with the waiter.  The pictures everyone has posted is exactly what we got.

In terms of the service, it was a one man show.  I get what other reviews mean about the service.  This older gentleman (maybe owner?) took the orders, showed people to their seats, bused the tables, refilled water, etc.  He did everything 2-3 waiters would do.  No surprise that getting his attention would be difficult.  We had no issues with the service.  

FYI, if your mouth is on fire from the chorizo or other spicy sauces, Hollywood Gelato is only a few buildings north.",1
Levetto,5,2020-01-27,"Wow! Amazing food! Great big, filling portions, made fresh, and piping hot. Definitely check this place out. The reviews don't lie or exaggerate! Will certainly be back! That's a pic of the beef ragu with perfectly cooked and freshly made rigatoni.",2
Seven Lives Tacos y Mariscos,5,2020-04-22,"I never fully understood the taco genre but my life changed when I had the Baja fish taco. Best taco I've ever had in my life. I think of it often. 

I also had the Pulpo a la Mexicana (octopus), which was also good but I definitely don't love eating octopus in a taco. Biting into a taco with crispy fish is just more satisfying than something chewy, y'know?

A warning to those who are visiting for the first time, there is almost no sitting room in this place so be prepared to bring your tacos elsewhere to eat.

Love this place.",2
Como En Casa,2,2019-08-27,"I took the advice of one of the reviewers on Yelp & I got the hybrid burrito.  Boy was I disappointed.  I thought the flavours were sooo bland & the burrito itself was rice heavy & lacked sufficient amount of meat. Seriously I didn't even want to finish it.

Also it seemed like (from the pics on here) that this was a take out place, but it's not.  It's all table service.  

I just think this restaurant did not hold a candle to restaurants in the same price range.  In other words, it was ridiculously over-priced for what you get.  The burrito alone was around $15.",0
La Vecchia Ristorante,3,2019-07-18,"Going to start off this review by saying the food was great. Our table ordered the Caesar salad, gnocchi ragu, lobster pasta, and tagliolini con funghi. Wonderful food. 

Why the 3 stars? Boy, did we have the most annoyingly cocky/rude/ignorant waiter?! This customer service experience was so frustrating that it warranted a Yelp review. 
Upon entering the restaurant, everyone from the host to the bartenders had been amazing. We came on a busy night and we had no reservations, and the host had us seated at the bar while he scrambled to get us a table for 6. The bartender was great company, and we enjoyed our cocktails while waiting for a table. 
Of course once we were seated, we got stuck with this sarcastic douche bag of an employee... suddenly regretted choosing this restaurant just because of this dude. He made a lot of rude comments, maybe he thought he was funny? Somehow the conversation with him had eventually evolved into him reminiscing about getting 'so f**ked up one time' while our family was trying to enjoy our dinner. That was just the icing on the cake. 

The food did actually take a bit long to come out. We had waited a good half hour after ordering. 

If you can tolerate the company of some really rude and (not funny) sarcastic waiters, then I do recommend trying the food here. Otherwise, there are better places to spend $30-50 per person on dinner that will guarantee better service. Hopefully if you do go, you get a better server.",1
Giulietta,5,2019-04-18,"Oh my god. This place was amazing in every aspect. I came here on a Wednesday night with my coworker and we were aware of the positive reviews but this totally exceeded my expectations. It was pretty busy and we didn't have a reservation so we were seated at the bar. I didn't mind, and the service at the bar was actually phenomenal. Very attentive and friendly. They took time to wipe our table between courses and ensured our drinks were never empty.

We shared the polpo e fagiolli (grilled octopus, cannellini beans and salsa verde) and cavolgiore in paedella (cauliflower, sultana raisins, garlic, lemon and parsley) to start. The latter dish is actually a side but we had it as an appetizer. The octopus, which came highly recommended by the staff was cooked to perfection. It has a nice amount of char to it and was very crispy. The cauliflower was good too - an interesting combination with the raisins but it worked!

For the main, I got the reginelle pappardelle (slow cooked oxtail ragu, pangratto, parsley and parmigiano reggiano). It was soo tasty. There was a good amount of oxtail, and the flavours were all there. There was a crispy layer of breadcrumbs and cheese and it added a bit of texture to every bite. Loved this dish so much.

For dessert we shared the lemon crostata (lemon meringue with candied rosemary) and bonet piemontese (italian custard with amaretto, coffee and vanilla). Nothing but good things to say about both of these dishes!",2
Chula Taberna Mexicana,4,2019-12-10,"I went back here and had the zucchini fritters and brisket burrito. Both were really good! I want to try the tacos again, but loved the burrito.",2
Banh Mi Boys,1,2020-03-10,"I really want to like this place. I really do. I've gone here since 2013, and then I tell myself never again, but it's so close and convenient, etc. But yeah, everytime I go I wonder why it's rated so high by everyone else.

First, banh mi shouldn't take forever to make. Go to any Vietnamese place and the person behind the counter will literally slap together a sandwich in a matter of minutes. They have a team of people working here and it still takes longer somehow.

Second, the banh mi itself (i.e., the bread) doesn't taste right. It's not crunchy on the outside, soft in the middle. As for the rest of the sandwich, there's something about it that lacks authenticity. Atop of this, it's way pricier than it should be.",0
Tacos El Asador,3,2020-02-22,"So I'm from San Diego. It is VERY hard for me to find anything even close in taste and quality.

This place has high ratings on here, so we decide to take a shot.

I regret that decision. I ordered three tacos (beef, pastor, carnitas.) The beef tasted like beef jerky, the pastor was super dry and bland, the carnitas tasted like cat food. 

Also you can't just order a small side of chips. It's $10 nachos or $11 guacamole (does it come with chips? Who knows?!)

Super disappointed. Literally had to get boba tea immediately after to cleanse the pallet.",1
Hong Kong Bistro Cafe,4,2018-08-13,"I was so worried this restaurant would be packed when I walked in on Saturday afternoon with a party of 8.  Thank god it was only half full.

The restaurant is on a 2nd level and somewhat small but not too crowded.  
The menu is extensive and you can get pretty much everything that's available in Markham.

I got:
1. Grilled chicken with spaghetti in black peppercorn sauce
- This was delicious.  The pasta was soft without being soggy and I think they melted a little of butter into it - yum.  
- The chicken was a good size and cooked perfectly.  
- The sauce complemented the whole dish, I would definitely reorder.
2. The beef skewers were great. But for $8 it was hefty for 4 skewers. We also found a small fly in our fruit salad. The waiter took off my lemonade ice tea to placate us and gave us another small bowl of fruit salad.  
3. Chicken fried rice. I shuddered a little when my boyfriend ordered this but it turned out very well overall.  The rice wasn't soaked in soy sauce and tasted like your usual chow fan with nice big chunks of chicken and eggs.

Overall this is a pretty good place to hit up if you're craving HK style food.

Service is Chinese (ie. not friendly but very efficient).
Tip: Waiter here speaks both Cantonese and English fluently (huge plus for anybody that's afraid of a language barrier).",2
Ho Ho Barbeque,2,2020-04-10,"Ordered a whole roast duck. One of the worker says to me that he had to cut the duck inside the kitchen. While I came home and opened the take out boxes, one of the box was full but the other box was half full and there were a lot of ducks's necks to replace the empty space. I have assumed they stole some of the goods part of the duck for their combo rice meal and they make $$$ out of that. No wonder that they had to cut the duck inside the kitchen so that you can not see what they are stealing. I had call my friends and they say the same thing.  The duck was good and you can taste the freshness and was not frozen but you lost me as a customer for life. The reasons why I brought the roast duck from them at that time because the other two Chinese roast meat place in the same area was closed due to Covid 19 and they was the only place open for Chinese roast meat. Words of month travel very fast and your business will suffer because of this unethical practice.
Now I know how they are able to sell the rice combo meals so cheap.
Buyers Beware.",0
Grazie Ristorante,2,2019-10-24,"My review is for Uber eats delivery from Grazie.
We ordered 2 pizzas-1 classic margarita and one mushroom. Both pizzas were stone cold and were undercooked. It tasted kind of like frozen pizza you can get from a supermarket. 
There are so many great pizza places in the area and unfortunately this isn't one of them",0
La Vecchia Ristorante,5,2019-12-07,We had a group dinner in their private grotto.  The dinner and service was excellent.  Great cocktails.  The grotto was beautiful.  Would highly recommend for dinner or private event.,2
GB Hand-pulled Noodles,4,2020-01-18,"Special Lanzhou Noodles with Beef // GB Hand Pulled Noodles.
--
This place is really small, so there was a decent line  around noon. It's best not to come here with more than 3 people. At the front of the store, you can see the noodles being made as orders come in (I.e. you can see someone physically making the noodles). Pictured here are my friends extra wide noodles. I got the thick noodles (circular with a big diameter). I would recommend the extra wide noodles tbh, because the extra thick ones had a doughy taste when I chewed it since the soup wasn't able to penetrate into the noodle. The extra wide noodles have more surface area exposed to the broth, so each bite would be more flavourful! Also, they have extra chili oil on the side if you want to make it spicier! I actually found it to be at a good level of spice. Overall a decent portion, and they didn't cheap out on the beef.",2
Nodo Restaurant,5,2020-05-31,"Pre-Covid review - 

My partner and I have been wanting to come here since we moved into the neighbourhood a year ago.  We have heard great things from several people and finally decided to come for our anniversary dinner.  

The decor is quaint, yet modern.  We were seated at our table, and our waitress came over to tell us the specials.  We wanted to try everything on the menu but settled on splitting the Arancini, the Caesar salad, one of the pastas (I can't recall now) and the tiramisu.  We devoured every bite.  We were the perfect amount of stuffed at the end of it.  The service was fabulous, and we did not feel rushed at all.  

I really like their menu.  They have a lot of traditional Italian dishes, but add their unique flavour.  I also liked the variety of pastas that they have.",2
Fusaro’s Kitchen,4,2019-12-03,"Encountered this cozy and casual Italian spot when hanging out with friends and we all wanted Italian. The food was delicious and the staff were friendly and tentative. It does however, get busier later on during the evening so getting a hold of a staff member will take longer than usual. However, overall a great experience, I would rate this a 4.5/5.",2
Ha Gow Dim Sum House,1,2019-03-03,"Went today with my boyfriend to try the dim sum over the weekend and was disappointed. Got there at 1:30 PM and ordered about four or five different dim sum's and was told to wait while it was being made. 

The order was for take out. Waited for an hour and a bit and still no end in sight of when I would get my order. I must've seen five Uber eats pick up their orders way after me and there were two or three people behind the line that got seated for dine in, and got served their food before me getting my order. 

After waiting patiently for an hour for my take out order to be completed I went up to the cashier and told them to cancel our order since it wasn't even made at that point. All they said was that they were really backed up. I spoke to both workers and said this isn't right that you guys didn't tell us we have to wait A whole hour for take out. We have been standing at the restaurant at the lineup for a whole hour and still our order was not made at that point in time. Poor Organization.",0
Campechano Taquería,3,2019-11-25,"After many friends had recommended this place, I decided to try it. Honestly, it was pretty overrated. The tortillas weren't great, and the guac was just alright. Glad I tried it because the place is cool, but the food is pretty forgettable.",1
Itacate,5,2018-08-24,"After the first bite of the carnitas taco I ordered, I wanted to put it down and apologize to the chef for all the times I made carnitas at home. What the hell was I thinking? How could I dare to think I had the right to make carnitas when this miracle existed?

I've been back a few more times and ordered more items on the menu. Everything I've had is great. Everything is made fresh right in front of you and the ingredients are all at peak yumminess, down to the chopped white onions at the toppings station. 

Hot tip: come here after 10:30pm on Fridays and Saturdays for their special late night menu. They serve up a few different varieties of tortas (basically subs) that feature a generous helping of meat, cheese (if you're into that sort of thing), and guacamole at no extra charge (I'm looking at you, Chipotle). They have a hot dog and egg torta that has absolutely no business being as good as it is. I watched the chef whisk the eggs, chop up the hot dog and cook it all up on the flat top. The eggs were fluffy as hell and the flavours mixed together into a masterpiece that Imran N. and I couldn't believe. 

So yeah. Go here, be polite and get the best damn Mexican food in the city.",2
Bar Buca,1,2019-10-02,"Very disappointing! Service is very arrogant service. 
We were asking about the menu and were met with cold and short replies as if we are suppose to know everything about this restaurant ... while it was the first time that we are coming to this restaurant. 

The portions are over fried / too small/ and not tasty at all. Pizza is a joke ... it's not event a pizza it is a dough with ...no .. not cheese ... with something g like cheese...
Anyways - waste of time / money / and mood.",0
Donatello Restaurant,3,2017-09-24,"A girlfriend took me here for my birthday celebration. Loved the ambience here, and we were lucky enough to be seated on the upper deck patio. Beautiful space - the deck was covered by a huge tree decorated by fairy lights. This made it feel like we were in a completely differently place altogether, away from the hustle and bustle of Downtown Toronto. 

The room next to the upper deck had a family celebrating a birthday; and there was a lady playing the accordion for them. Almost felt like we were in Italy!

I'm giving this restaurant a 3 stars rating solely because of the food. I had the Zuppa Di Pesce, which I asked the sauce to be replaced with the rosé sauce.  I wasn't very impressed with the pasta considering the price. Both in taste and in the seafood quality. 

Service at this restaurant was great - we casually brought up that it was my birthday and they brought a complimentary tiramisu as a surprise! So wonderful! 

I would certainly come back here for drinks/appetizer considering how amazing the space is!",1
Terroni,3,2020-02-20,"The only reason I visited was because I had a gift card due to poor service from my previous visit. I'd say they redeemed themselves in terms of service for this visit. Our server was extremely friendly, helpful, and attentive. We were also seated in an area downstairs from the main dining area which made it feel more intimate and allowed the sever to check up on us more often. I came for Valentine's Day dinner and was still able to get a table for a group of 6 a week in advance. 

I ordered the gnocchi and it was alright. The pasta itself was cooked perfectly but the sauce was kind of basic. I've had better gnocchi elsewhere but for the price point here, I was expecting a bit more. I think some pasta may be more worth it than others on their menu. The homemade gelato was the highlight of my meal - super creamy and soft, great flavour, good portion. I had the hazelnut and pistachio and it was some of the best gelato I've ever had. 

Overall, I think you could find better or just as good food elsewhere, at the same price point. But worth a try if your an Italian food lover, even if just for the gelato.",1
Agio,3,2019-02-15,"Foods were good and we had a good time dining as a group. Unfortunately, nearing the end of our meal, we got yelled at by the chef for being late for our reservation. 
We apologize but he kept on going which makes it awkward for us and leaves a sour taste on otherwise a nice evening out with friends and good meal.",1
Grazie Ristorante,5,2019-11-16,"I absolutely love this place! I've been a whole 3 times. I've had the tasca twice, definitely a favourite! It's essentially a giant ravioli, filed with brie, mushrooms and spinach. Smothered in a rich rose sauce. It's huge and amazingly delicious. I went today and had the salmon pasta (forgot the name), and as usual simply amazing! The service is also outstanding. I've had Jordan twice, he's very friendly and efficient and definitely makes the experience! I don't usually leave my area for food, but Grazie is always worth the subway trip!",2
7 Numbers Restaurant,4,2017-05-31,"Great homemade pasta, so chewy!
Price is really good, decent portion and love the decor/atmosphere. The menu changes every few days. Service is excellent.",2
Hacienda las Américas,2,2019-09-01,"Hacienda las Americas definitely doesn't live up to the scarce 4.5 star rating it possess on Yelp. The only redeeming factor at Hacienda las Americas were its sauces, which were hot, flavourful and added a nice kick to the entrees. But unfortunately the sauces are meant to compliment the entrees, not substitute them, and the entrees leave a lot to be desired.

I went here with my parents and I got the Carne Asada ($18) and them, the Alambre ($18). The Carne Asada is a steak + rice, beans and salad. The steak was extremely thin, tenderized to a point far from its original state, and couldn't have been more than 6oz. It was not a real steak by any meaning of its traditional definition. Worst of all, the steak was barely warm when it came to the table and it had a slightly foul taste to it and was definitely kept in the fridge a day or two too long. There was nothing in the dish that justified its $18 price point - whether that be the ingredients used, the skill put into making the dish or the quantity of the items. 

My parents got the Alambre (fajitas, rice and beans), which was really no better. Fajitas usually come in fresh out of the grill (sometimes a pan), sizzling, smokey and hot. There was none of that. The fajitas were warm, like the steak I ordered, and seemed more like a product of the microwave than a grill.",0
Chula Taberna Mexicana,2,2019-07-27,"When did Gerrard and Jones become a popular destination? Good on it. 

Quick summary:

- nice rooftop patio
- I had slowish service
- Food was good. We had a churizo bowl and the ceviche. Both were solid. I didn't notice anything special about the menu. Standard upper-middle level Mexican foods. 
- Drinks ok (cider + tequila based fruity blend).
- overpriced. Why is Mexican food so expensive in Toronto? It's mostly bloody rice, tomatoes, lettuce, avo, standard meats.
- The staff was decent not great but it was busy hence the pressure of Friday night at play. 
- Personally I wouldn't go back at that pricing but if you don't mind that you may like the food. 

2/5 maybe 2.5. 

Tears for Mcguiggan's.",0
Ha Gow Dim Sum House,3,2017-09-30,"Dim sum wasn't bad. I actually preferred this over the downtown China Town dim sum, but markham was better. But if don't feel like a drive thru traffic, not a bad second choice.

Ignore the decor or I think if they rearranged some stuff it would look good. 

Service was attentive but only one server who did everything so be patient. Other reviewers did mention they were out of certain items...which if they were, they should inform us and not have it on the board.

Will go back...",1
La Marquesita,3,2019-04-08,"4 stars for their crispy beef tacos, 2 stars for their very greasy veggie tacos. I prefer their crispy tacos to those at the Haam.

Honestly, their crispy tacos are pretty solid, but they need serve it yourself salsa to really bring them together and put them over the top. I'll probably bump this to 4 stars once they do let customers add their own salsa.

Otherwise, you'll still likely get better tacos than you're expecting from this tiny shack across from the Eaton Centre.",1
Terroni,3,2020-01-25,"I would describe this place as a trendy Italian restaurant. My review will only comment on the pizza as I haven't tried the pastas (it seems like my friends enjoyed them). 
I wasn't too impressed by the pizza, the crust was thin and quite crispy, toppings tasted fresh and good quality but not very generous. It's a good place to go for simple business meetings as the atmosphere is nice and trendy or maybe for a date but if you're looking for a more local small  business type of vibe, I would pass. 
Service was a good and fairly fast. I would mind coming back but not my first choice.",1
